job_post_skill_id,Job_post_id,skill_id,skill_level_id,Is_certificate,created_by,created_at,updated_by,updated_at
E72EEDE3ED064C18,JOB-202600001,SQL,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
83BFFB8F5E214A60,JOB-202600001,Python,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
7A4BE863D3E648E5,JOB-202600001,Apache Spark,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
A39E454B73D44716,JOB-202600001,Airflow,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
7BD0599468FB4C58,JOB-202600001,ETL/ELT,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
60CA93263A60465A,JOB-202600002,Python,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
EA12CE61BFD74A37,JOB-202600002,Airflow,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
AD1A099538774D0D,JOB-202600002,ETL/ELT,Beginner,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
9C5EDD3CDBFB40A8,JOB-202600002,SQL,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
ABDF7A3EAD9C4B5B,JOB-202600002,Problem Solving,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
3B3AF730B6254F8A,JOB-202600003,SQL,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
1CC263410CEE467C,JOB-202600003,Pandas,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
5C9719E097724292,JOB-202600003,Scikit-learn,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
E12250E33B6A4978,JOB-202600003,NumPy,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
37D53AEB18EE4AA8,JOB-202600004,Docker,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
07A3FDFC0E794351,JOB-202600004,Kubernetes,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
56FA105A97EF4B06,JOB-202600004,CI/CD,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
64DBA2BACDE046EE,JOB-202600005,Manual Testing,Beginner,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
C1D687843BAD436D,JOB-202600005,Test Planning,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
1A0FE68D983E498E,JOB-202600005,Bug Reporting,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
4DA83B38A5E34431,JOB-202600005,JIRA,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
2F565C2E672B4573,JOB-202600005,Critical Thinking,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
A2CBAAE5364243BE,JOB-202600006,Selenium,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
2CE2A935E7F24D1D,JOB-202600006,Python,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
9D04796593AD4308,JOB-202600006,TestNG/JUnit,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
7CBFCA1C92F74A64,JOB-202600006,Agile & Scrum,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
A27B85142F974DE0,JOB-202600007,Figma,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
BCE2DFA8977A433B,JOB-202600007,UI Design,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
75689578144E40B8,JOB-202600007,UX Design,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
14B4C743A36B42C8,JOB-202600007,Prototyping,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
1999E4EC2CE549DB,JOB-202600008,Product Management,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
416BFC64FF6A429F,JOB-202600008,Agile & Scrum,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
0A7055435D5C48F5,JOB-202600008,Stakeholder Management,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
968D62F4B5D7427E,JOB-202600008,User Research,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
93AD97D7B3714677,JOB-202600009,Figma,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
05FA7EA5ED4C4F2E,JOB-202600009,UI Design,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
DB43CD8B743B414D,JOB-202600009,Prototyping,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
41B5D8BA81D14776,JOB-202600009,User Research,Beginner,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
63FC229BD11B4AAC,JOB-202600009,Adobe Photoshop,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
9884651F6AFE435C,JOB-202600009,Creativity,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
D624FAEF06664078,JOB-202600010,TCP/IP,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
3633D8BF4E4944FF,JOB-202600010,Firewall Configuration,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
118A2692A6794FCA,JOB-202600010,VPN,Beginner,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
8FD3850B87D64102,JOB-202600011,UI Design,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
142DEF419BE34C10,JOB-202600011,UX Design,Intermediate,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
81B7CE20610046F2,JOB-202600011,Prototyping,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
64DF185D66A84212,JOB-202600011,Adobe Photoshop,Beginner,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
91608D147DA74ECF,JOB-202600011,A/B Testing,Advanced,False,SYSTEM_ADMIN,2026-06-01 00:00:00,SYSTEM_ADMIN,2026-06-01 00:00:00
